postal_code,nearest_mrt,nearest_exit,walking_dist_m
600050,JURONG EAST MRT STATION,Exit B,2600
601322,CHINESE GARDEN MRT STATION,Exit A,909
601287,JURONG EAST MRT STATION,Exit D,748
603287,JURONG EAST MRT STATION,Exit D,811
640210,LAKESIDE MRT STATION,Exit A,1316
610122,LAKESIDE MRT STATION,Exit A,1140
640187,BOON LAY MRT STATION,Exit B,1257
640209,LAKESIDE MRT STATION,Exit A,891
610112,LAKESIDE MRT STATION,Exit A,1471
640175,BOON LAY MRT STATION,Exit B,1322
640494,LAKESIDE MRT STATION,Exit C,910
640528,LAKESIDE MRT STATION,Exit A,825
640476,LAKESIDE MRT STATION,Exit C,667
640915,PIONEER MRT STATION,Exit A,1424
640928,PIONEER MRT STATION,Exit A,1251
640926,PIONEER MRT STATION,Exit A,1227
640524,LAKESIDE MRT STATION,Exit A,676
643180,BOON LAY MRT STATION,Exit B,1558
642181,BOON LAY MRT STATION,Exit B,1633
642180,BOON LAY MRT STATION,Exit B,1499
614339,LAKESIDE MRT STATION,Exit A,776
641180,BOON LAY MRT STATION,Exit B,1419
640942,PIONEER MRT STATION,Exit B,1298
640420,LAKESIDE MRT STATION,Exit C,1267
640546,LAKESIDE MRT STATION,Exit A,1383
640534,LAKESIDE MRT STATION,Exit A,875
640449,LAKESIDE MRT STATION,Exit C,1099
640864,PIONEER MRT STATION,Exit B,1777
640540,LAKESIDE MRT STATION,Exit A,1258
642275,BOON LAY MRT STATION,Exit C,2074
640854,PIONEER MRT STATION,Exit B,1398
640938,PIONEER MRT STATION,Exit B,1230
640940,PIONEER MRT STATION,Exit B,1358
640825,PIONEER MRT STATION,Exit B,1290
640441,LAKESIDE MRT STATION,Exit C,977
610184,LAKESIDE MRT STATION,Exit A,1460
640542,LAKESIDE MRT STATION,Exit A,1270
640722,PIONEER MRT STATION,Exit B,882
642677,BOON LAY MRT STATION,Exit D,1024
641673,BOON LAY MRT STATION,Exit E,1078
640484,LAKESIDE MRT STATION,Exit C,911
640953,PIONEER MRT STATION,Exit B,1072
610352,LAKESIDE MRT STATION,Exit A,640
642657,PIONEER MRT STATION,Exit A,574
640636,PIONEER MRT STATION,Exit B,650
641986,PIONEER MRT STATION,Exit A,275
641661,BOON LAY MRT STATION,Exit E,472
610353,LAKESIDE MRT STATION,Exit A,577
643684,BOON LAY MRT STATION,Exit D,766
641181,BOON LAY MRT STATION,Exit B,1564
643681,BOON LAY MRT STATION,Exit D,925
640703,PIONEER MRT STATION,Exit B,625
640639,PIONEER MRT STATION,Exit B,409
640459,LAKESIDE MRT STATION,Exit C,828
641988,PIONEER MRT STATION,Exit A,293
641183,BOON LAY MRT STATION,Exit B,1594
640646,PIONEER MRT STATION,Exit B,234
641683,BOON LAY MRT STATION,Exit D,689
640694,BOON LAY MRT STATION,Exit B,729
641664,BOON LAY MRT STATION,Exit E,314
640515,LAKESIDE MRT STATION,Exit C,337
643648,PIONEER MRT STATION,Exit B,223
640688,BOON LAY MRT STATION,Exit D,473
640201,LAKESIDE MRT STATION,Exit A,750
640452,LAKESIDE MRT STATION,Exit C,976
642276,BOON LAY MRT STATION,Exit C,2046
643272,BOON LAY MRT STATION,Exit C,1784
640402,LAKESIDE MRT STATION,Exit C,1358
642674,BOON LAY MRT STATION,Exit E,1019
640706,PIONEER MRT STATION,Exit B,613
640610,PIONEER MRT STATION,Exit B,516
640427,LAKESIDE MRT STATION,Exit C,1232
640416,LAKESIDE MRT STATION,Exit C,1370
643652,PIONEER MRT STATION,Exit A,144
642660,BOON LAY MRT STATION,Exit E,378
640704,PIONEER MRT STATION,Exit B,533
640202,LAKESIDE MRT STATION,Exit A,814
644678,BOON LAY MRT STATION,Exit D,882
643677,BOON LAY MRT STATION,Exit D,1033
641675,BOON LAY MRT STATION,Exit D,955
640437,LAKESIDE MRT STATION,Exit C,1174
642648,PIONEER MRT STATION,Exit B,148
640645,PIONEER MRT STATION,Exit B,251
642652,PIONEER MRT STATION,Exit A,161
642661,BOON LAY MRT STATION,Exit A,382
640603,PIONEER MRT STATION,Exit B,482
643682,BOON LAY MRT STATION,Exit D,829
640696,BOON LAY MRT STATION,Exit B,607
642274,BOON LAY MRT STATION,Exit C,2049
643274,BOON LAY MRT STATION,Exit C,2052
642669,BOON LAY MRT STATION,Exit D,760
640829,PIONEER MRT STATION,Exit B,1047
640407,LAKESIDE MRT STATION,Exit C,1625
640937,PIONEER MRT STATION,Exit B,1155
640842,PIONEER MRT STATION,Exit B,1024
640861,PIONEER MRT STATION,Exit B,1599
640628,PIONEER MRT STATION,Exit B,705
641671,BOON LAY MRT STATION,Exit D,923
640709,PIONEER MRT STATION,Exit B,756
640719,PIONEER MRT STATION,Exit B,983
640604,PIONEER MRT STATION,Exit B,417
610154,LAKESIDE MRT STATION,Exit A,2266
642665,BOON LAY MRT STATION,Exit E,434
610335,LAKESIDE MRT STATION,Exit A,748
640470,LAKESIDE MRT STATION,Exit C,543
431007,MOUNTBATTEN MRT STATION,Exit B,602
320077,BOON KENG MRT STATION,Exit A,1279
330044,BOON KENG MRT STATION,Exit A,811
330064,GEYLANG BAHRU MRT STATION,Exit A,490
330045,BOON KENG MRT STATION,Exit B,775
320082,BOON KENG MRT STATION,Exit A,1055
431002,MOUNTBATTEN MRT STATION,Exit B,480
321020,BOON KENG MRT STATION,Exit A,715
330034,BOON KENG MRT STATION,Exit B,240
431003,MOUNTBATTEN MRT STATION,Exit B,525
380016,KALLANG MRT STATION,Exit B,568
200801,LAVENDER MRT STATION,Exit B,329
330063,GEYLANG BAHRU MRT STATION,Exit A,450
330026,BOON KENG MRT STATION,Exit B,199
200804,LAVENDER MRT STATION,Exit B,318
210010,FARRER PARK MRT STATION,Exit D,264
320046,BOON KENG MRT STATION,Exit A,1320
210009,FARRER PARK MRT STATION,Exit D,217
320111,BOON KENG MRT STATION,Exit A,487
210038,FARRER PARK MRT STATION,Exit D,821
330060,GEYLANG BAHRU MRT STATION,Exit A,408
380014,KALLANG MRT STATION,Exit B,463
210011,FARRER PARK MRT STATION,Exit E,163
332059,GEYLANG BAHRU MRT STATION,Exit A,481
333038,GEYLANG BAHRU MRT STATION,Exit A,676
381003,KALLANG MRT STATION,Exit B,395
332038,GEYLANG BAHRU MRT STATION,Exit A,676
330008,BOON KENG MRT STATION,Exit C,277
330056,GEYLANG BAHRU MRT STATION,Exit A,554
320030,BOON KENG MRT STATION,Exit A,976
321103,TOA PAYOH MRT STATION,Exit A,1259
200807,LAVENDER MRT STATION,Exit B,306
380013,KALLANG MRT STATION,Exit B,415
330009,BOON KENG MRT STATION,Exit C,309
330046,BOON KENG MRT STATION,Exit A,818
440032,MARINE TERRACE MRT STATION,Exit 2,417
440047,MARINE TERRACE MRT STATION,Exit 3,209
440059,MARINE TERRACE MRT STATION,Exit 1,107
440031,MARINE TERRACE MRT STATION,Exit 2,425
440066,MARINE PARADE MRT STATION,Exit 6,303
440065,MARINE PARADE MRT STATION,Exit 6,314
440046,MARINE TERRACE MRT STATION,Exit 2,146
440067,MARINE PARADE MRT STATION,Exit 6,257
440055,MARINE TERRACE MRT STATION,Exit 2,110
440017,MARINE TERRACE MRT STATION,Exit 2,346
440029,MARINE TERRACE MRT STATION,Exit 2,426
510768,PASIR RIS MRT STATION,Exit A,2033
510127,PASIR RIS MRT STATION,Exit A,1414
510103,PASIR RIS MRT STATION,Exit A,1426
510626,PASIR RIS MRT STATION,Exit B,1403
510145,TAMPINES EAST MRT STATION,Exit C,1511
510109,PASIR RIS MRT STATION,Exit A,1150
510411,PASIR RIS MRT STATION,Exit A,984
510773,PASIR RIS MRT STATION,Exit A,1930
510429,PASIR RIS MRT STATION,Exit A,1226
510639,PASIR RIS MRT STATION,Exit A,1413
510744,PASIR RIS MRT STATION,Exit A,1996
510514,PASIR RIS MRT STATION,Exit B,929
510115,PASIR RIS MRT STATION,Exit A,963
510231,PASIR RIS MRT STATION,Exit A,1725
510771,PASIR RIS MRT STATION,Exit A,1876
510187,TAMPINES EAST MRT STATION,Exit C,1845
510560,PASIR RIS MRT STATION,Exit A,885
510746,PASIR RIS MRT STATION,Exit A,2006
510232,PASIR RIS MRT STATION,Exit A,1618
510196,TAMPINES EAST MRT STATION,Exit C,1989
510483,PASIR RIS MRT STATION,Exit A,1589
510257,TAMPINES EAST MRT STATION,Exit C,1987
510777,PASIR RIS MRT STATION,Exit A,1777
510551,PASIR RIS MRT STATION,Exit A,948
510517,PASIR RIS MRT STATION,Exit B,827
510753,PASIR RIS MRT STATION,Exit A,2127
510423,PASIR RIS MRT STATION,Exit A,1003
510520,PASIR RIS MRT STATION,Exit B,712
510576,PASIR RIS MRT STATION,Exit A,606
510247,PASIR RIS MRT STATION,Exit A,2088
510208,TAMPINES EAST MRT STATION,Exit C,1967
510205,TAMPINES EAST MRT STATION,Exit C,1956
510646,PASIR RIS MRT STATION,Exit A,1758
510221,PASIR RIS MRT STATION,Exit A,1912
510457,PASIR RIS MRT STATION,Exit A,1648
510500,PASIR RIS MRT STATION,Exit B,693
510537,PASIR RIS MRT STATION,Exit A,426
510543,PASIR RIS MRT STATION,Exit A,627
510549,PASIR RIS MRT STATION,Exit A,1009
510547,PASIR RIS MRT STATION,Exit A,810
823210,PUNGGOL LRT STATION,Exit D,682
823602,DAMAI LRT STATION,Exit B,460
821601,DAMAI LRT STATION,Exit B,480
821622,OASIS LRT STATION,Exit B,617
823266,SOO TECK LRT STATION,Exit B,67
821208,PUNGGOL LRT STATION,Exit D,423
822210,PUNGGOL LRT STATION,Exit D,631
823624,OASIS LRT STATION,Exit B,314
822288,PUNGGOL LRT STATION,Exit C,272
822289,PUNGGOL LRT STATION,Exit C,461
821175,MERIDIAN LRT STATION,Exit B,39
823176,MERIDIAN LRT STATION,Exit B,433
821195,COVE LRT STATION,Exit B,317
821602,DAMAI LRT STATION,Exit B,369
821635,OASIS LRT STATION,Exit B,239
821213,PUNGGOL LRT STATION,Exit D,806
822632,OASIS LRT STATION,Exit B,226
822269,SOO TECK LRT STATION,Exit B,363
822612,DAMAI LRT STATION,Exit B,65
823288,PUNGGOL LRT STATION,Exit C,341
824305,DAMAI LRT STATION,Exit B,265
823170,RIVIERA LRT STATION,Exit B,262
821209,PUNGGOL LRT STATION,Exit C,691
821604,DAMAI LRT STATION,Exit B,203
821619,OASIS LRT STATION,Exit B,184
822213,PUNGGOL LRT STATION,Exit D,700
822273,PUNGGOL LRT STATION,Exit C,327
822613,DAMAI LRT STATION,Exit B,123
821618,OASIS LRT STATION,Exit B,155
824618,OASIS LRT STATION,Exit B,193
823213,PUNGGOL LRT STATION,Exit D,680
822624,OASIS LRT STATION,Exit B,311
823615,DAMAI LRT STATION,Exit B,294
822212,PUNGGOL LRT STATION,Exit D,637
821210,PUNGGOL LRT STATION,Exit C,648
824207,PUNGGOL LRT STATION,Exit D,510
822301,DAMAI LRT STATION,Exit B,450
822265,SOO TECK LRT STATION,Exit B,256
822270,SOO TECK LRT STATION,Exit B,282
824306,DAMAI LRT STATION,Exit B,329
821265,SOO TECK LRT STATION,Exit B,314
822271,PUNGGOL LRT STATION,Exit D,194
824273,PUNGGOL LRT STATION,Exit C,258
820133,CORAL EDGE LRT STATION,Exit A,254
821107,MERIDIAN LRT STATION,Exit A,338
820178,COVE LRT STATION,Exit B,351
823109,MERIDIAN LRT STATION,Exit B,581
823128,CORAL EDGE LRT STATION,Exit A,193
824110,MERIDIAN LRT STATION,Exit B,348
821174,MERIDIAN LRT STATION,Exit B,363
822102,COVE LRT STATION,Exit A,87
823637,KADALOOR LRT STATION,Exit B,145
824109,MERIDIAN LRT STATION,Exit B,713
820645,KADALOOR LRT STATION,Exit B,139
821161,RIVIERA LRT STATION,Exit B,282
821638,KADALOOR LRT STATION,Exit B,281
821101,COVE LRT STATION,Exit A,355
822163,CORAL EDGE LRT STATION,Exit B,277
821288,PUNGGOL LRT STATION,Exit C,324
824265,SOO TECK LRT STATION,Exit B,170
822618,OASIS LRT STATION,Exit B,120
823274,PUNGGOL LRT STATION,Exit C,193
821269,SOO TECK LRT STATION,Exit B,416
820111,MERIDIAN LRT STATION,Exit A,417
140083,COMMONWEALTH MRT STATION,Exit B,552
140166,QUEENSTOWN MRT STATION,Exit A,715
140154,QUEENSTOWN MRT STATION,Exit A,409
271008,BUONA VISTA MRT STATION,Exit B,547
140023,QUEENSTOWN MRT STATION,Exit D,920
270031,HOLLAND VILLAGE MRT STATION,Exit C,598
271004,HOLLAND VILLAGE MRT STATION,Exit C,358
272009,HOLLAND VILLAGE MRT STATION,Exit C,422
270003,BUONA VISTA MRT STATION,Exit B,884
142053,COMMONWEALTH MRT STATION,Exit A,249
133028,DOVER MRT STATION,Exit A,1146
130023,DOVER MRT STATION,Exit A,806
271010,HOLLAND VILLAGE MRT STATION,Exit C,349
272012,HOLLAND VILLAGE MRT STATION,Exit C,258
140055,QUEENSTOWN MRT STATION,Exit B,582
270028,BUONA VISTA MRT STATION,Exit B,883
140051,QUEENSTOWN MRT STATION,Exit B,587
140048,QUEENSTOWN MRT STATION,Exit B,208
142050,COMMONWEALTH MRT STATION,Exit D,318
142052,COMMONWEALTH MRT STATION,Exit A,302
144061,QUEENSTOWN MRT STATION,Exit B,795
142091,COMMONWEALTH MRT STATION,Exit D,201
140130,REDHILL MRT STATION,Exit A,553
271022,BUONA VISTA MRT STATION,Exit B,780
130022,DOVER MRT STATION,Exit A,844
140184,QUEENSTOWN MRT STATION,Exit D,177
275018,HOLLAND VILLAGE MRT STATION,Exit C,595
751463,SEMBAWANG MRT STATION,Exit C,1151
752463,SEMBAWANG MRT STATION,Exit C,1194
751590,SEMBAWANG MRT STATION,Exit D,984
750474,SEMBAWANG MRT STATION,Exit C,585
751467,SEMBAWANG MRT STATION,Exit C,1076
750401,SEMBAWANG MRT STATION,Exit C,934
753501,SEMBAWANG MRT STATION,Exit D,511
752360,SEMBAWANG MRT STATION,Exit C,579
751359,SEMBAWANG MRT STATION,Exit C,589
751469,SEMBAWANG MRT STATION,Exit C,976
750308,SEMBAWANG MRT STATION,Exit B,595
753508,SEMBAWANG MRT STATION,Exit C,661
750490,SEMBAWANG MRT STATION,Exit C,1062
750405,SEMBAWANG MRT STATION,Exit C,750
750493,SEMBAWANG MRT STATION,Exit C,1211
752510,SEMBAWANG MRT STATION,Exit C,739
750341,SEMBAWANG MRT STATION,Exit B,313
750470,SEMBAWANG MRT STATION,Exit C,839
751507,SEMBAWANG MRT STATION,Exit D,794
750421,SEMBAWANG MRT STATION,Exit C,718
750324,SEMBAWANG MRT STATION,Exit B,623
752509,SEMBAWANG MRT STATION,Exit C,675
750483,SEMBAWANG MRT STATION,Exit C,1127
750491,SEMBAWANG MRT STATION,Exit C,1193
750412,SEMBAWANG MRT STATION,Exit C,592
751360,SEMBAWANG MRT STATION,Exit C,508
750334,SEMBAWANG MRT STATION,Exit C,544
752340,SEMBAWANG MRT STATION,Exit B,408
750336,SEMBAWANG MRT STATION,Exit C,641
750312,SEMBAWANG MRT STATION,Exit B,792
752357,SEMBAWANG MRT STATION,Exit C,389
752469,SEMBAWANG MRT STATION,Exit C,977
750325,SEMBAWANG MRT STATION,Exit B,656
750326,SEMBAWANG MRT STATION,Exit B,565
750332,SEMBAWANG MRT STATION,Exit B,632
751468,SEMBAWANG MRT STATION,Exit C,860
751506,SEMBAWANG MRT STATION,Exit D,708
750416,SEMBAWANG MRT STATION,Exit C,580
751339,SEMBAWANG MRT STATION,Exit C,305
544180,RUMBIA LRT STATION,Exit B,704
791448,FERNVALE LRT STATION,Exit A,496
792450,FERNVALE LRT STATION,Exit A,558
793439,LAYAR LRT STATION,Exit B,198
792447,FERNVALE LRT STATION,Exit A,445
791445,FERNVALE LRT STATION,Exit A,314
793430,FERNVALE LRT STATION,Exit A,460
791433,FERNVALE LRT STATION,Exit A,469
791450,THANGGAM LRT STATION,Exit A,556
543184,RUMBIA LRT STATION,Exit B,316
543124,BAKAU LRT STATION,Exit A,480
540131,BAKAU LRT STATION,Exit A,481
544178,RUMBIA LRT STATION,Exit B,768
541291,COMPASSVALE LRT STATION,Exit B,382
542303,RENJONG LRT STATION,Exit B,143
541121,BAKAU LRT STATION,Exit B,195
547207,RANGGUNG LRT STATION,Exit A,152
542178,BAKAU LRT STATION,Exit B,648
543180,RUMBIA LRT STATION,Exit B,597
544122,BAKAU LRT STATION,Exit B,228
542121,BAKAU LRT STATION,Exit B,213
541188,RUMBIA LRT STATION,Exit B,435
540195,COMPASSVALE LRT STATION,Exit A,326
541158,BAKAU LRT STATION,Exit B,194
540155,RUMBIA LRT STATION,Exit B,215
541116,KANGKAR LRT STATION,Exit B,247
543178,BAKAU LRT STATION,Exit B,695
540240,SENGKANG MRT STATION,Exit D,406
541322,SENGKANG MRT STATION,Exit C,386
541178,BAKAU LRT STATION,Exit A,584
541260,SENGKANG MRT STATION,Exit D,133
543314,TONGKANG LRT STATION,Exit B,584
543313,TONGKANG LRT STATION,Exit B,556
540140,BAKAU LRT STATION,Exit A,287
544211,RANGGUNG LRT STATION,Exit A,499
540247,COMPASSVALE LRT STATION,Exit A,388
793446,FERNVALE LRT STATION,Exit A,398
791408,FERNVALE LRT STATION,Exit A,463
791409,FERNVALE LRT STATION,Exit A,552
792411,FERNVALE LRT STATION,Exit A,427
541324,SENGKANG MRT STATION,Exit A,550
792452,FERNVALE LRT STATION,Exit A,448
791441,FERNVALE LRT STATION,Exit A,289
792433,FERNVALE LRT STATION,Exit A,321
793410,FERNVALE LRT STATION,Exit A,438
543257,SENGKANG MRT STATION,Exit D,127
792451,THANGGAM LRT STATION,Exit A,455
791434,FERNVALE LRT STATION,Exit A,322
542277,BUANGKOK MRT STATION,Exit B,221
544269,RANGGUNG LRT STATION,Exit B,183
791432,FERNVALE LRT STATION,Exit A,460
542266,RANGGUNG LRT STATION,Exit B,252
548265,RANGGUNG LRT STATION,Exit B,355
541269,RANGGUNG LRT STATION,Exit B,363
542271,BUANGKOK MRT STATION,A,515
541271,RANGGUNG LRT STATION,Exit B,489
544273,BUANGKOK MRT STATION,Exit B,280
543273,BUANGKOK MRT STATION,Exit B,336
543272,BUANGKOK MRT STATION,Exit B,268
543186,RUMBIA LRT STATION,Exit B,231
792404,FERNVALE LRT STATION,Exit A,708
543301,RENJONG LRT STATION,Exit B,280
540125,BAKAU LRT STATION,Exit A,400
542309,TONGKANG LRT STATION,Exit B,306
540132,BAKAU LRT STATION,Exit A,383
540230,KANGKAR LRT STATION,Exit A,644
544123,KANGKAR LRT STATION,Exit A,442
541306,TONGKANG LRT STATION,Exit B,447
542192,COMPASSVALE LRT STATION,Exit B,331
542315,TONGKANG LRT STATION,Exit B,609
540127,BAKAU LRT STATION,Exit A,554
791407,FERNVALE LRT STATION,Exit A,485
540232,COMPASSVALE LRT STATION,Exit A,512
541302,RENJONG LRT STATION,Exit B,232
543317,FARMWAY LRT STATION,Exit B,641
543206,RANGGUNG LRT STATION,Exit A,535
792409,FERNVALE LRT STATION,Exit A,530
543258,SENGKANG MRT STATION,Exit D,315
543201,SENGKANG MRT STATION,Exit C,457
542321,SENGKANG MRT STATION,Exit C,397
542322,SENGKANG MRT STATION,Exit C,456
544200,RENJONG LRT STATION,Exit B,381
541321,SENGKANG MRT STATION,Exit C,505
541258,SENGKANG MRT STATION,Exit D,280
544262,SENGKANG MRT STATION,Exit D,310
791430,LAYAR LRT STATION,Exit B,395
791452,FERNVALE LRT STATION,Exit A,386
541326,FARMWAY LRT STATION,Exit B,436
791435,FERNVALE LRT STATION,Exit A,191
792434,FERNVALE LRT STATION,Exit A,372
542312,TONGKANG LRT STATION,Exit B,385
544314,TONGKANG LRT STATION,Exit B,632
541119,KANGKAR LRT STATION,Exit B,192
544203,SENGKANG MRT STATION,Exit C,546
531008,SERANGOON MRT STATION,Exit D,392
550108,KOVAN MRT STATION,Exit B,2505
550105,KOVAN MRT STATION,Exit B,2515
550214,SERANGOON MRT STATION,Exit E,862
550104,KOVAN MRT STATION,Exit B,2556
531001,SERANGOON MRT STATION,Exit D,176
550263,SERANGOON MRT STATION,Exit E,446
550111,KOVAN MRT STATION,Exit B,2390
550118,KOVAN MRT STATION,Exit B,2188
550529,KOVAN MRT STATION,Exit B,2649
550512,KOVAN MRT STATION,Exit B,2206
550140,KOVAN MRT STATION,Exit B,2142
550222,SERANGOON MRT STATION,Exit G,1083
550136,KOVAN MRT STATION,Exit B,2097
550308,LORONG CHUAN MRT STATION,Exit A,490
550215,SERANGOON MRT STATION,Exit G,977
550208,SERANGOON MRT STATION,Exit C,533
550334,SERANGOON MRT STATION,Exit F,159
550236,SERANGOON MRT STATION,Exit F,571
550421,SERANGOON MRT STATION,Exit D,212
550411,SERANGOON MRT STATION,Exit A,155
550500,HOUGANG MRT STATION,Exit C,2236
550546,FERNVALE LRT STATION,Exit A,2911
550548,KOVAN MRT STATION,Exit B,2831
550256,SERANGOON MRT STATION,Exit E,689
550408,SERANGOON MRT STATION,Exit A,374
550329,SERANGOON MRT STATION,Exit F,519
550539,FERNVALE LRT STATION,Exit A,2770
550542,KOVAN MRT STATION,Exit B,2783
550123,KOVAN MRT STATION,Exit B,2047
550424,SERANGOON MRT STATION,Exit D,329
551236,SERANGOON MRT STATION,Exit F,561
521499,TAMPINES EAST MRT STATION,Exit A,406
521515,TAMPINES MRT STATION,Exit E,659
520417,TAMPINES MRT STATION,Exit D,723
520204,TAMPINES EAST MRT STATION,Exit B,763
520104,TAMPINES MRT STATION,Exit C,937
520275,SIMEI MRT STATION,Exit A,951
520287,TAMPINES EAST MRT STATION,Exit C,892
520814,TAMPINES WEST MRT STATION,Exit A,325
520215,TAMPINES EAST MRT STATION,Exit B,358
520295,TAMPINES EAST MRT STATION,Exit C,742
520277,SIMEI MRT STATION,Exit A,846
521109,TAMPINES MRT STATION,Exit C,885
521113,TAMPINES MRT STATION,Exit C,977
520274,TAMPINES MRT STATION,Exit C,867
520826,TAMPINES WEST MRT STATION,Exit A,845
521899,TAMPINES WEST MRT STATION,Exit A,402
520463,TAMPINES EAST MRT STATION,Exit A,476
521897,TAMPINES WEST MRT STATION,Exit A,515
520236,TAMPINES MRT STATION,Exit B,487
520899,TAMPINES WEST MRT STATION,Exit A,360
522489,TAMPINES EAST MRT STATION,Exit A,877
520805,TAMPINES WEST MRT STATION,Exit A,122
520322,TAMPINES EAST MRT STATION,Exit C,834
520458,TAMPINES EAST MRT STATION,Exit A,236
520713,TAMPINES MRT STATION,Exit E,913
520263,TAMPINES EAST MRT STATION,Exit B,727
520278,SIMEI MRT STATION,Exit A,776
520908,TAMPINES WEST MRT STATION,Exit A,625
520714,TAMPINES MRT STATION,Exit E,1024
520153,SIMEI MRT STATION,Exit A,571
520297,TAMPINES EAST MRT STATION,Exit C,681
520401,TAMPINES MRT STATION,Exit D,449
520162,UPPER CHANGI MRT STATION,Exit A,591
520355,TAMPINES EAST MRT STATION,Exit C,934
520712,TAMPINES MRT STATION,Exit E,944
520280,SIMEI MRT STATION,Exit A,815
520214,TAMPINES EAST MRT STATION,Exit B,320
522498,TAMPINES EAST MRT STATION,Exit A,1002
520851,TAMPINES MRT STATION,Exit G,1066
521860,TAMPINES MRT STATION,Exit G,643
521222,TAMPINES EAST MRT STATION,Exit B,382
520113,SIMEI MRT STATION,Exit A,590
520418,TAMPINES MRT STATION,Exit D,750
527842,TAMPINES WEST MRT STATION,Exit A,805
520496,TAMPINES EAST MRT STATION,Exit A,1069
523492,TAMPINES EAST MRT STATION,Exit A,1088
520303,TAMPINES EAST MRT STATION,Exit C,473
520216,TAMPINES EAST MRT STATION,Exit B,467
520873,TAMPINES MRT STATION,Exit G,1423
520138,SIMEI MRT STATION,Exit A,777
520385,TAMPINES EAST MRT STATION,Exit C,425
520729,TAMPINES MRT STATION,Exit E,1163
521254,TAMPINES MRT STATION,Exit B,626
520363,TAMPINES EAST MRT STATION,Exit C,814
521126,SIMEI MRT STATION,Exit A,892
521864,TAMPINES MRT STATION,Exit G,993
520232,SIMEI MRT STATION,Exit A,472
521160,TAMPINES MRT STATION,Exit C,387
520427,TAMPINES MRT STATION,Exit D,930
520426,TAMPINES MRT STATION,Exit D,879
521867,TAMPINES MRT STATION,Exit G,1187
310120,BRADDELL MRT STATION,Exit B,339
310161,TOA PAYOH MRT STATION,Exit D,474
310001,BRADDELL MRT STATION,Exit C,803
310009,BRADDELL MRT STATION,Exit C,1443
310085,TOA PAYOH MRT STATION,Exit D,523
310225,BRADDELL MRT STATION,Exit C,1131
310174,TOA PAYOH MRT STATION,Exit D,920
310112,BRADDELL MRT STATION,Exit A,166
310107,BRADDELL MRT STATION,Exit A,120
310023,TOA PAYOH MRT STATION,Exit C,1297
310051,BRADDELL MRT STATION,Exit C,831
310113,BRADDELL MRT STATION,Exit A,251
310117,BRADDELL MRT STATION,Exit B,212
310206,BRADDELL MRT STATION,Exit A,276
350120,POTONG PASIR MRT STATION,Exit A,837
310159,TOA PAYOH MRT STATION,Exit D,356
310207,BRADDELL MRT STATION,Exit A,357
350107,POTONG PASIR MRT STATION,Exit A,303
350142,POTONG PASIR MRT STATION,Exit A,317
310214,BRADDELL MRT STATION,Exit C,1035
310222,BRADDELL MRT STATION,Exit C,1228
350114,POTONG PASIR MRT STATION,Exit A,901
310256,TOA PAYOH MRT STATION,Exit A,1464
310242,TOA PAYOH MRT STATION,Exit A,1229
310249,TOA PAYOH MRT STATION,Exit A,1253
315079,TOA PAYOH MRT STATION,Exit C,462
350134,POTONG PASIR MRT STATION,Exit A,469
350143,POTONG PASIR MRT STATION,Exit A,415
350104,POTONG PASIR MRT STATION,Exit A,251
310036,TOA PAYOH MRT STATION,Exit C,1210
311079,TOA PAYOH MRT STATION,Exit D,228
312139,CALDECOTT MRT STATION,Exit 3,638
360019,TAI SENG MRT STATION,Exit A,941
360008,WOODLEIGH MRT STATION,Exit A,1193
311014,TOA PAYOH MRT STATION,Exit A,1634
310010,BRADDELL MRT STATION,Exit C,1408
310097,BRADDELL MRT STATION,Exit C,312
310144,TOA PAYOH MRT STATION,Exit D,522
310142,TOA PAYOH MRT STATION,Exit D,450
310154,TOA PAYOH MRT STATION,Exit D,53
360021,TAI SENG MRT STATION,Exit A,975
732780,ADMIRALTY MRT STATION,Exit D,1187
730013,WOODLANDS MRT STATION,Exit 1,1005
730131,WOODLANDS MRT STATION,Exit 1,957
730017,WOODLANDS MRT STATION,Exit 1,1270
730002,MARSILING MRT STATION,Exit D,1375
730130,MARSILING MRT STATION,Exit B,1430
730129,MARSILING MRT STATION,Exit B,1443
730001,MARSILING MRT STATION,Exit D,1409
730317,MARSILING MRT STATION,Exit A,409
730148,MARSILING MRT STATION,Exit A,390
730316,MARSILING MRT STATION,Exit A,481
730161,MARSILING MRT STATION,Exit A,113
730310,MARSILING MRT STATION,Exit C,478
